iter	RMSE
277	0.346536755
278	0.3451080374
279	0.3436883917
280	0.3422646343
281	0.3408499192
282	0.3394441972
283	0.3380611212
284	0.3366562598
285	0.3352891889
286	0.3339308949
287	0.3324228846
288	0.3310651394
289	0.3297195783
290	0.3283908423
291	0.3270450838
292	0.3253340558
293	0.3240031122
294	0.3226932068
295	0.3213829952
296	0.3200869581
297	0.3188049823
298	0.3175084117
299	0.3162201565
300	0.3149447636
301	0.3136719563
302	0.3124073285
303	0.3111543727
304	0.3099097439
305	0.3086731378
306	0.30743852
307	0.3062083798
308	0.3049909466
309	0.3037827395
310	0.3025823616
311	0.3013796558
312	0.3001801602
313	0.2989919233
314	0.2978068038
315	0.2966328591
316	0.2954665441
317	0.2943072033
318	0.2931554144
319	0.2918505331
320	0.2907011617
321	0.2895603986
322	0.2884270494
323	0.2872964874
324	0.2861732838
325	0.2850608796
326	0.2839523128
327	0.2828464381
328	0.2817490292
329	0.2806564698
330	0.2795722964
331	0.2784952299
332	0.2774217947
333	0.2763553915
334	0.2752959833
335	0.2742347308
336	0.2731804433
337	0.2721307956
338	0.2710892349
339	0.2700544359
340	0.2690276378
341	0.2680021374
342	0.2669834009
343	0.2659735646
344	0.2649704108
345	0.2639618113
346	0.2629654152
347	0.2619710955
348	0.2609796155
349	0.2599968068
350	0.2590167925
351	0.2580453774
352	0.2570815015
353	0.2561165595
354	0.2551591109
355	0.2542058274
356	0.2532588777
357	0.2523171831
358	0.2513801093
359	0.2504501821
360	0.2495240038
361	0.2485992382
362	0.2472636404
363	0.2463505969
364	0.2454426645
365	0.2445365626
366	0.2436362395
367	0.2427411444
368	0.2418497946
369	0.2409629333
370	0.2400813654
371	0.2392037867
372	0.2383317376
373	0.2374630537
374	0.2365998504
375	0.2357368094
376	0.2348818585
377	0.2339943719
378	0.2331466815
379	0.231893102
380	0.2310525354
381	0.2302142869
382	0.2293836156
383	0.2285206454
384	0.2276572434
385	0.2268358786
386	0.2260183311
387	0.2251664076
388	0.2243580301
389	0.2231580438
390	0.2219375328
391	0.2211392993
392	0.2203100503
393	0.2195200203
394	0.2186992455
395	0.2178812775
396	0.2167263254
397	0.2159490303
398	0.2151773397
399	0.2143758542
400	0.2136104196
401	0.2117057852
402	0.2098266357
403	0.2079726018
404	0.2061433195
405	0.2043384302
406	0.2025575798
407	0.2008004196
408	0.1990666057
409	0.1973557989
410	0.1956676649
411	0.1940018742
412	0.1923581018
413	0.1907360275
414	0.1891353354
415	0.1875557144
416	0.1859968575
417	0.1844584624
418	0.1829402308
419	0.181441869
420	0.1799630872
421	0.1785036001
422	0.1770631261
423	0.175641388
424	0.1742381124
425	0.17285303
426	0.1714858753
427	0.1706695096
428	0.169859514
429	0.1690558341
430	0.1682584162
431	0.1674672073
432	0.166682155
433	0.1659032076
434	0.1651303137
435	0.1643634228
436	0.163690343
437	0.1629339675
438	0.1621834584
439	0.1614387673
440	0.1606998462
441	0.1600494324
442	0.1593205846
443	0.158597378
444	0.1579601858
445	0.1572468056
446	0.1566183724
447	0.1559940819
448	0.1553742512
449	0.1546787388
450	0.1540670151
451	0.1533808825
452	0.1527000521
453	0.1521005409
454	0.1514288671
455	0.1508371533
456	0.1501744932
457	0.1495906782
458	0.148936895
459	0.1482881625
460	0.1477158457
461	0.147147523
462	0.1465821822
463	0.1459493384
464	0.1453213865
465	0.1447670612
466	0.1441474593
467	0.1435326487
468	0.1424375275
469	0.1413564862
470	0.1402893196
471	0.1392358253
472	0.1381958041
473	0.1371690595
474	0.1361553982
475	0.1351546295
476	0.1341665658
477	0.1331910218
478	0.1322278156
479	0.1312767675
480	0.1303377006
481	0.1298073785
482	0.129280802
483	0.1287579441
484	0.1282387779
485	0.127723277
486	0.1272114152
487	0.1267031666
488	0.1261985057
489	0.1256974071
490	0.1252255555
491	0.1247307665
492	0.1242394711
493	0.1237762311
494	0.1232911182
495	0.1228330392
496	0.1223540248
497	0.121118287
498	0.1206466074
499	0.1202006991
500	0.1197349773
501	0.1192725632
502	0.1188134339
503	0.1183778389
504	0.1174113705
505	0.1169812598
506	0.1165331147
507	0.1161080139
508	0.1156655451
509	0.1152456256
510	0.1143042593
511	0.1138894174
512	0.1134772428
513	0.1130674759
514	0.1123247786
515	0.111589725
516	0.1111877363
517	0.1103965618
518	0.1099795974
519	0.1095655112
520	0.1091542405
521	0.1082583511
522	0.1078705016
523	0.1074849233
524	0.107101495
525	0.1067206458
526	0.1058456214
527	0.105151666
528	0.1044648688
529	0.1037195099
530	0.1033502281
531	0.1029831426
532	0.1026184091
533	0.1018894299
534	0.1010512596
535	0.1006933063
536	0.1003373471
537	0.09998367404
538	0.09916269694
539	0.09851458287
540	0.09787315454
541	0.09723833932
542	0.09661006542
543	0.09598826185
544	0.09537285839
545	0.09468774682
546	0.09433346759
547	0.09386511514
548	0.09351486956
549	0.09305199698
550	0.09270569541
551	0.09236184025
552	0.09190601207
553	0.09156585938
554	0.09111534795
555	0.0907790441
556	0.09044507812
557	0.08969789571
558	0.08925772565
559	0.08882130487
560	0.08851388117
561	0.0880414431
562	0.08745868746
563	0.0866731243
564	0.08589641101
565	0.08512844894
566	0.08436914057
567	0.08361838949
568	0.08287610036
569	0.08214217892
570	0.081416532
571	0.08069906745
572	0.07998969417
573	0.07928832209
574	0.07859486216
575	0.07790922631
576	0.0772313275
577	0.07656107963
578	0.0758983976
579	0.07524319725
580	0.07459539537
581	0.0739549097
582	0.07332165888
583	0.07269556247
584	0.07207654096
585	0.07136823839
586	0.07091104159
587	0.0704586657
588	0.07001105504
589	0.06956815458
590	0.06912990997
591	0.06869626756
592	0.06826717433
593	0.06784257794
594	0.06742242667
595	0.06700666947
596	0.0665952559
597	0.06618813615
598	0.06594061745
599	0.06553894202
600	0.06529429959
601	0.06489800173
602	0.06465611114
603	0.06441572815
604	0.06417689909
605	0.06378825538
606	0.06355211969
607	0.06331745596
608	0.0626928953
609	0.062461553
610	0.06223170089
611	0.06185535757
612	0.06162807134
613	0.0614022635
614	0.06103211174
615	0.06080887192
616	0.0605870309
617	0.06036663458
618	0.06000368636
619	0.05978580366
620	0.05956928669
621	0.05898063068
622	0.05876722631
623	0.05855520442
624	0.05820381476
625	0.05799418759
626	0.05778593465
627	0.05757903223
628	0.05723451812
629	0.05702995883
630	0.05682674247
631	0.05648796201
632	0.0562870739
633	0.05573057358
634	0.05553216548
635	0.05533505093
636	0.05513883548
637	0.05481091195
638	0.05461691174
639	0.05442381215
640	0.05423195721
641	0.05391049751
642	0.05372044738
643	0.05353164197
644	0.05321557172
645	0.05302858557
646	0.05250385315
647	0.05231953515
648	0.05213607003
649	0.05195379884
650	0.05177230653
651	0.05146735212
652	0.05128798497
653	0.05110942783
654	0.05080961179
655	0.05063308762
656	0.05032766888
657	0.04982994528
658	0.04953039754
659	0.04923376264
660	0.04893992013
661	0.04861084912
662	0.04832194936
663	0.0480357634
664	0.04756316228
665	0.04724516601
666	0.04696652084
667	0.04669048552
668	0.04637997348
669	0.04592655179
670	0.04565780134
671	0.0453915597
672	0.04512357345
673	0.0446842316
674	0.04442101657
675	0.04416064732
676	0.04381377505
677	0.04355718136
678	0.04321558918
679	0.04306094313
680	0.04290734888
681	0.04275475883
682	0.04260319449
683	0.04235511251
684	0.04210748593
685	0.04177683295
686	0.04162879566
687	0.04148160613
688	0.04115676015
689	0.04101115691
690	0.04086629094
691	0.0407221296
692	0.04057876538
693	0.04034273838
694	0.04002699415
695	0.03988585058
696	0.03974547034
697	0.03960571598
698	0.03934366824
699	0.03903586935
700	0.03889849545
701	0.03876178649
702	0.03862568448
703	0.03837053302
704	0.03807046887
705	0.03793676378
706	0.03780363242
707	0.03758407053
708	0.03729099067
709	0.03715990488
710	0.03702956295
711	0.03689983821
712	0.03677077841
713	0.03652777831
714	0.03624269252
715	0.03611576655
716	0.03598950801
717	0.0357093603
718	0.03558432133
719	0.03545999976
720	0.03533635515
721	0.03521333734
722	0.0350909409
723	0.03481751588
724	0.03469640937
725	0.03457599321
726	0.03437516159
727	0.03417631543
728	0.03395000632
729	0.03368583214
730	0.03356837319
731	0.03334671018
732	0.03308792535
733	0.03297252274
734	0.03285769602
735	0.03260335758
736	0.03248967719
737	0.03237663819
738	0.03226423275
739	0.03215235036
740	0.03190348174
741	0.03179275727
742	0.03168265591
743	0.03147292463
744	0.03122955943
745	0.03112129803
746	0.03101349805
747	0.03090628925
748	0.03070216163
749	0.03046478804
750	0.03035938453
751	0.03025446993
752	0.03002113976
753	0.02991726117
754	0.02981401684
755	0.02971131178
756	0.02953968375
757	0.02931209076
758	0.02921088155
759	0.02911032286
760	0.02891791454
761	0.02869540645
762	0.02859640843
763	0.02849791165
764	0.02840000196
765	0.02818173248
766	0.02808476005
767	0.02792301805
768	0.02773882549
769	0.02752614739
770	0.02743123629
771	0.02733687437
772	0.02718008163
773	0.02697222122
774	0.02687931373
775	0.02678684639
776	0.02669484117
777	0.02649090959
778	0.02639986323
779	0.02624886429
780	0.02607595129
781	0.02587729632
782	0.0257881552
783	0.02569942624
784	0.02561114262
785	0.02541622425
786	0.02532891863
787	0.0251623089
788	0.02497130543
789	0.02488533692
790	0.02479978217
791	0.02471462535
792	0.02452719559
793	0.02444298571
794	0.02435918203
795	0.02421041295
796	0.02402653543
797	0.0239441929
798	0.02371904798
799	0.02363762667
800	0.0235566362
801	0.02347605391
802	0.02329844756
803	0.02321875198
804	0.02313939785
805	0.02306042166
806	0.02288614911
807	0.02280792274
808	0.02273022098
809	0.02265289742
810	0.02248182977
811	0.02240520858
812	0.02232895537
813	0.02216068948
814	0.02200098162
815	0.02184310437
816	0.021687035
817	0.02153275106
818	0.02138023041
819	0.02122945122
820	0.02108039191
821	0.02093303123
822	0.02078734817
823	0.02064332202
824	0.02050093235
825	0.02036015899
826	0.02022098203
827	0.02008338183
828	0.01994733902
829	0.01981283447
830	0.01967984931
831	0.01960849482
832	0.01947722163
833	0.01941278876
834	0.01934883148
835	0.01928530976
836	0.01922224535
837	0.01915960898
838	0.01909739672
839	0.01903557852
840	0.01897407885
841	0.018912874
842	0.01885205581
843	0.0187914345
844	0.01873116505
845	0.01867111582
846	0.01861141412
847	0.01855190404
848	0.01849276341
849	0.01843381162
850	0.01830962991
851	0.01818697346
852	0.01806582002
853	0.01800793614
854	0.01795023866
855	0.0178928647
856	0.01779163994
857	0.01773461981
858	0.0176156439
859	0.01755935295
860	0.01750335589
861	0.0174044444
862	0.01734886604
863	0.01723282292
864	0.01717778832
865	0.01708132961
866	0.01696936463
867	0.01685860545
868	0.01674903769
869	0.01664064717
870	0.01658114252
871	0.01647437586
872	0.01638056296
873	0.01627516889
874	0.0161826701
875	0.01607862808
876	0.01598742262
877	0.01588471248
878	0.01579477997
879	0.01569338189
880	0.0156047023
881	0.01550459681
882	0.01541715049
883	0.01531831848
884	0.01523208613
885	0.01513450881
886	0.01504947149
887	0.0149531304
888	0.0148692695
889	0.01477414652
890	0.01469144377
891	0.01459752108
892	0.01451595855
893	0.01442321865
894	0.01434277872
895	0.01425120441
896	0.01417186978
897	0.01408144415
898	0.01400319785
899	0.0139139043
900	0.01383672962
901	0.01376043631
902	0.01367243283
903	0.0135971826
904	0.01351027576
905	0.01343605269
906	0.01335022677
907	0.01327701527
908	0.01319225482
909	0.0131024388
910	0.01303088589
911	0.01294759106
912	0.01285978714
913	0.01279278869
914	0.01270635749
915	0.01262083477
916	0.01255544636
917	0.01247125996
918	0.01240700918
919	0.01232413691
920	0.01224213367
921	0.01217942238
922	0.01209869863
923	0.01203707403
924	0.01195909538
925	0.01188000782
926	0.01181977131
927	0.01174191615
928	0.01166487509
929	0.01162275075
930	0.01158083596
931	0.01150491492
932	0.01146345828
933	0.01138848777
934	0.01129424218
935	0.01120096176
936	0.01110863701
937	0.01101725851
938	0.01092681692
939	0.01083730302
940	0.01074870766
941	0.01066102181
942	0.01057423651
943	0.0104957267
944	0.01041803359
945	0.01034114815
946	0.01026506146
947	0.01018976471
948	0.01011524916
949	0.01004150621
950	0.009968527315
951	0.009896304052
952	0.009824828085
953	0.009754091173
954	0.009684085167
955	0.009614802012
956	0.009546233742
957	0.009511032528
958	0.0094434155
959	0.009376495769
960	0.009310265659
961	0.009244717581
962	0.009210729215
963	0.009146090797
964	0.009082117669
965	0.009018802514
966	0.008985686796
967	0.008923251012
968	0.008861457071
969	0.008800297922
970	0.008739766595
971	0.008671476769
972	0.008639664724
973	0.008572203712
974	0.008540772315
975	0.008509508087
976	0.008440559453
977	0.008372326027
978	0.008314851308
979	0.008257966338
980	0.008201664646
981	0.008145939836
982	0.008078124531
983	0.008011030826
984	0.007944651051
985	0.007878977621
986	0.007814003039
987	0.007749719895
988	0.00768612086
989	0.007657562227
990	0.007594804573
991	0.007566614665
992	0.007506064729
993	0.007478273397
994	0.007417055241
995	0.007389623339
996	0.007329213777
997	0.007302136811
998	0.007242524749
999	0.007215798288
