Codigo distrito;Nombre tipo zona;Nit cliente-sucursal;Recency;Monetary;Frequency;Distrito-Nombretipozona;Cluster;Letra cluster
10;Institucional;860510863-1;24;104369,0;22;10-Institucional;Cluster 0;E
10;Institucional;860511911-1;23;45485,0;18;10-Institucional;Cluster 0;E
10;Institucional;860512475-1;24;24118,0;7;10-Institucional;Cluster 0;E
10;Institucional;860514173-1;9;3165,0;9;10-Institucional;Cluster 0;E
10;Institucional;860514851-1;11;4500,0;1;10-Institucional;Cluster 0;E
10;Institucional;860515099-1;23;8035,0;4;10-Institucional;Cluster 0;E
10;Institucional;860515402-1;23;2044,0;3;10-Institucional;Cluster 0;E
10;Institucional;860516881-1;24;11476,0;24;10-Institucional;Cluster 0;E
10;Institucional;860517277-1;24;3751,0;24;10-Institucional;Cluster 0;E
10;Institucional;860519235-1;24;6300,0;1;10-Institucional;Cluster 0;E
10;Institucional;860521308-1;24;349933,0;14;10-Institucional;Cluster 0;E
10;Institucional;860521637-1;23;48292,0;5;10-Institucional;Cluster 0;E
10;Institucional;860522542-1;23;210,0;1;10-Institucional;Cluster 0;E
10;Institucional;860522565-1;23;5401,0;16;10-Institucional;Cluster 0;E
10;Institucional;860523887-1;13;382,0;1;10-Institucional;Cluster 0;E
10;Institucional;860523923-1;24;1777,0;6;10-Institucional;Cluster 0;E
10;Institucional;860524955-1;23;6522,0;23;10-Institucional;Cluster 0;E
10;Institucional;860525367-1;24;8401,0;24;10-Institucional;Cluster 0;E
10;Institucional;860525726-1;24;7634,0;24;10-Institucional;Cluster 0;E
10;Institucional;860527779-1;24;1712,0;2;10-Institucional;Cluster 0;E
10;Institucional;860528774-1;24;28520,0;23;10-Institucional;Cluster 0;E
10;Institucional;860530038-1;24;1199,0;23;10-Institucional;Cluster 0;E
10;Institucional;860530547-1;24;274985,0;22;10-Institucional;Cluster 0;E
10;Institucional;860531041-1;24;2300,0;11;10-Institucional;Cluster 0;E
10;Institucional;860533156-1;24;12131,0;3;10-Institucional;Cluster 0;E
10;Institucional;860536003-1;19;9109,0;4;10-Institucional;Cluster 0;E
10;Institucional;860536250-1;24;12203,0;23;10-Institucional;Cluster 0;E
10;Institucional;88152164-1;23;2816,0;6;10-Institucional;Cluster 0;E
10;Institucional;890100577-1;24;273655,0;9;10-Institucional;Cluster 0;E
10;Institucional;890107487-1;23;255139,0;5;10-Institucional;Cluster 0;E
10;Institucional;890200179-1;24;48034,0;22;10-Institucional;Cluster 0;E
10;Institucional;890203088-1;24;40602,0;24;10-Institucional;Cluster 0;E
10;Institucional;890206354-1;23;7032,0;15;10-Institucional;Cluster 0;E
10;Institucional;890304099-1;24;231673,0;24;10-Institucional;Cluster 0;E
10;Institucional;890309238-1;21;1270,0;2;10-Institucional;Cluster 0;E
10;Institucional;890309556-1;6;8622,0;6;10-Institucional;Cluster 0;E
10;Institucional;890311104-1;22;221,0;1;10-Institucional;Cluster 0;E
10;Institucional;890317923-1;7;917,0;2;10-Institucional;Cluster 0;E
10;Institucional;890321151-2;6;34800,0;1;10-Institucional;Cluster 0;E
10;Institucional;890322294-1;24;258132,0;24;10-Institucional;Cluster 0;E
10;Institucional;890324487-1;24;3642,0;10;10-Institucional;Cluster 0;E
10;Institucional;890329438-1;23;23159,0;13;10-Institucional;Cluster 0;E
10;Institucional;890600020-1;22;41356,0;4;10-Institucional;Cluster 0;E
10;Institucional;890800718-1;19;3212,0;1;10-Institucional;Cluster 0;E
10;Institucional;890900943-3;24;256031,0;20;10-Institucional;Cluster 0;E
10;Institucional;890908822-1;8;3888,0;2;10-Institucional;Cluster 0;E
10;Institucional;890912221-1;24;8650,0;11;10-Institucional;Cluster 0;E
10;Institucional;890914614-1;22;6235,0;12;10-Institucional;Cluster 0;E
10;Institucional;891856718-1;21;7521,0;10;10-Institucional;Cluster 0;E
10;Institucional;891903333-1;24;19923,0;24;10-Institucional;Cluster 0;E
10;Institucional;900001735-1;23;7932,0;9;10-Institucional;Cluster 0;E
10;Institucional;900008215-1;24;32337,0;15;10-Institucional;Cluster 0;E
10;Institucional;900016411-1;17;1129,0;4;10-Institucional;Cluster 0;E
10;Institucional;900022296-1;23;4785,0;22;10-Institucional;Cluster 0;E
10;Institucional;900025010-1;24;7824,0;15;10-Institucional;Cluster 0;E
10;Institucional;900029983-1;21;3348,0;4;10-Institucional;Cluster 0;E
10;Institucional;900034397-1;15;1473,0;2;10-Institucional;Cluster 0;E
10;Institucional;900035973-1;5;2193,0;3;10-Institucional;Cluster 0;E
10;Institucional;900038601-1;14;2385,0;13;10-Institucional;Cluster 0;E
10;Institucional;900041757-1;24;3935,0;24;10-Institucional;Cluster 0;E
10;Institucional;900047981-2;1;17100,0;1;10-Institucional;Cluster 0;E
10;Institucional;900050036-1;18;5021,0;6;10-Institucional;Cluster 0;E
10;Institucional;900057931-1;20;36995,0;11;10-Institucional;Cluster 0;E
10;Institucional;900058021-1;22;389,0;1;10-Institucional;Cluster 0;E
10;Institucional;900059184-1;21;19921,0;6;10-Institucional;Cluster 0;E
10;Institucional;900059238-2;24;205850,0;24;10-Institucional;Cluster 0;E
10;Institucional;900060018-1;22;19278,0;16;10-Institucional;Cluster 0;E
10;Institucional;900067444-1;1;400,0;1;10-Institucional;Cluster 0;E
10;Institucional;900075604-1;23;8794,0;19;10-Institucional;Cluster 0;E
10;Institucional;900079317-1;5;589,0;1;10-Institucional;Cluster 0;E
10;Institucional;900079520-1;20;94391,0;9;10-Institucional;Cluster 0;E
10;Institucional;900079721-1;19;2775,0;1;10-Institucional;Cluster 0;E
10;Institucional;900081359-1;23;15084,0;12;10-Institucional;Cluster 0;E
10;Institucional;900086664-1;16;2442,0;4;10-Institucional;Cluster 0;E
10;Institucional;900087924-1;24;21928,0;22;10-Institucional;Cluster 0;E
10;Institucional;900088915-1;21;6958,0;1;10-Institucional;Cluster 0;E
10;Institucional;900089005-1;24;3048,0;12;10-Institucional;Cluster 0;E
10;Institucional;900090875-1;7;2673,0;1;10-Institucional;Cluster 0;E
10;Institucional;900093066-1;23;2785,0;5;10-Institucional;Cluster 0;E
10;Institucional;900093075-1;23;10730,0;10;10-Institucional;Cluster 0;E
10;Institucional;900097938-1;21;13203,0;9;10-Institucional;Cluster 0;E
10;Institucional;900106251-1;24;77949,0;23;10-Institucional;Cluster 0;E
10;Institucional;900106798-1;24;2786,0;20;10-Institucional;Cluster 0;E
10;Institucional;900112973-1;24;5751,0;24;10-Institucional;Cluster 0;E
10;Institucional;900119968-1;20;40092,0;15;10-Institucional;Cluster 0;E
10;Institucional;900123310-1;22;2227,0;2;10-Institucional;Cluster 0;E
10;Institucional;900126863-1;24;4826,0;7;10-Institucional;Cluster 0;E
10;Institucional;900127140-1;14;53601,0;4;10-Institucional;Cluster 0;E
10;Institucional;900129551-1;11;1737,0;11;10-Institucional;Cluster 0;E
10;Institucional;900129590-1;16;5530,0;1;10-Institucional;Cluster 0;E
10;Institucional;900129991-1;24;63596,0;13;10-Institucional;Cluster 0;E
10;Institucional;900131144-1;24;1800,0;11;10-Institucional;Cluster 0;E
10;Institucional;900133093-1;13;1891,0;8;10-Institucional;Cluster 0;E
10;Institucional;900134869-1;24;1204,0;2;10-Institucional;Cluster 0;E
10;Institucional;900135251-1;24;40932,0;14;10-Institucional;Cluster 0;E
10;Institucional;900144785-1;24;2947,0;6;10-Institucional;Cluster 0;E
10;Institucional;900146028-2;24;44621,0;5;10-Institucional;Cluster 0;E
10;Institucional;900146950-1;22;1607,0;3;10-Institucional;Cluster 0;E
10;Institucional;900148720-1;24;7886,0;23;10-Institucional;Cluster 0;E
10;Institucional;900149470-1;13;261,0;1;10-Institucional;Cluster 0;E
10;Institucional;900149699-1;24;2107,0;3;10-Institucional;Cluster 0;E
10;Institucional;900152603-1;24;52,0;1;10-Institucional;Cluster 0;E
10;Institucional;900154217-1;18;2516,0;2;10-Institucional;Cluster 0;E
10;Institucional;900158685-1;24;9081,0;24;10-Institucional;Cluster 0;E
10;Institucional;900164335-1;24;11154,0;24;10-Institucional;Cluster 0;E
10;Institucional;900170865-1;24;2307,0;1;10-Institucional;Cluster 0;E
10;Institucional;900174560-1;16;287,0;3;10-Institucional;Cluster 0;E
10;Institucional;900175609-1;3;462,0;1;10-Institucional;Cluster 0;E
10;Institucional;900175830-1;8;23022,0;3;10-Institucional;Cluster 0;E
10;Institucional;900177238-1;20;1755,0;5;10-Institucional;Cluster 0;E
10;Institucional;900180772-1;22;2990,0;6;10-Institucional;Cluster 0;E
10;Institucional;900181419-1;7;3714,0;5;10-Institucional;Cluster 0;E
10;Institucional;900182180-1;18;253,0;1;10-Institucional;Cluster 0;E
10;Institucional;900187583-1;24;4391,0;16;10-Institucional;Cluster 0;E
10;Institucional;900189642-1;15;42128,0;14;10-Institucional;Cluster 0;E
10;Institucional;900190131-1;21;5013,0;9;10-Institucional;Cluster 0;E
10;Institucional;900190744-1;18;2734,0;1;10-Institucional;Cluster 0;E
10;Institucional;900197624-1;11;715,0;2;10-Institucional;Cluster 0;E
10;Institucional;900200799-1;11;10982,0;6;10-Institucional;Cluster 0;E
10;Institucional;900202797-1;16;2013,0;5;10-Institucional;Cluster 0;E
10;Institucional;900204268-1;4;758,0;2;10-Institucional;Cluster 0;E
10;Institucional;900204299-1;23;73497,0;4;10-Institucional;Cluster 0;E
10;Institucional;900205435-1;24;1481,0;21;10-Institucional;Cluster 0;E
10;Institucional;900206312-1;23;2189,0;2;10-Institucional;Cluster 0;E
10;Institucional;900211120-1;19;8521,0;19;10-Institucional;Cluster 0;E
10;Institucional;900213054-1;4;3085,0;2;10-Institucional;Cluster 0;E
10;Institucional;900215304-1;19;27680,0;1;10-Institucional;Cluster 0;E
10;Institucional;900217964-1;24;25879,0;14;10-Institucional;Cluster 0;E
10;Institucional;900224221-1;12;3116,0;4;10-Institucional;Cluster 0;E
10;Institucional;900225713-1;24;3875,0;23;10-Institucional;Cluster 0;E
10;Institucional;900225764-1;19;3117,0;3;10-Institucional;Cluster 0;E
10;Institucional;900225866-1;2;227,0;1;10-Institucional;Cluster 0;E
10;Institucional;900227850-1;24;4135,0;9;10-Institucional;Cluster 0;E
10;Institucional;900231444-1;16;90,0;1;10-Institucional;Cluster 0;E
10;Institucional;900236520-1;24;149669,0;24;10-Institucional;Cluster 0;E
10;Institucional;900241753-1;24;5765,0;22;10-Institucional;Cluster 0;E
10;Institucional;900243062-1;19;4851,0;5;10-Institucional;Cluster 0;E
10;Institucional;900256110-1;24;701,0;2;10-Institucional;Cluster 0;E
10;Institucional;900261921-1;24;383,0;1;10-Institucional;Cluster 0;E
10;Institucional;900276493-1;23;719,0;1;10-Institucional;Cluster 0;E
10;Institucional;900283669-1;24;13972,0;3;10-Institucional;Cluster 0;E
10;Institucional;900284209-1;8;20365,0;4;10-Institucional;Cluster 0;E
10;Institucional;900293296-1;23;190525,0;18;10-Institucional;Cluster 0;E
10;Institucional;900294335-1;24;4341,0;24;10-Institucional;Cluster 0;E
10;Institucional;900296337-1;24;3394,0;24;10-Institucional;Cluster 0;E
10;Institucional;900296606-1;24;4585,0;24;10-Institucional;Cluster 0;E
10;Institucional;900296993-1;24;103191,0;24;10-Institucional;Cluster 0;E
10;Institucional;900298102-1;24;19758,0;24;10-Institucional;Cluster 0;E
10;Institucional;900298890-1;3;312,0;1;10-Institucional;Cluster 0;E
10;Institucional;900301742-1;14;6450,0;3;10-Institucional;Cluster 0;E
10;Institucional;900306541-1;23;1034,0;8;10-Institucional;Cluster 0;E
10;Institucional;900307020-1;1;5041,0;1;10-Institucional;Cluster 0;E
10;Institucional;900308759-1;23;24866,0;16;10-Institucional;Cluster 0;E
10;Institucional;900309863-1;22;1420,0;1;10-Institucional;Cluster 0;E
10;Institucional;900311544-1;24;1098,0;21;10-Institucional;Cluster 0;E
10;Institucional;900316441-1;2;879,0;1;10-Institucional;Cluster 0;E
10;Institucional;900319753-1;24;106769,0;24;10-Institucional;Cluster 0;E
10;Institucional;900324438-1;12;2411,0;5;10-Institucional;Cluster 0;E
10;Institucional;900328179-1;23;107618,0;14;10-Institucional;Cluster 0;E
10;Institucional;900328924-1;24;32659,0;7;10-Institucional;Cluster 0;E
10;Institucional;900333235-1;24;55,0;1;10-Institucional;Cluster 0;E
10;Institucional;900333947-1;22;2233,0;1;10-Institucional;Cluster 0;E
10;Institucional;900335241-1;24;3317,0;7;10-Institucional;Cluster 0;E
10;Institucional;900335904-1;23;8427,0;14;10-Institucional;Cluster 0;E
10;Institucional;900338016-1;23;5462,0;5;10-Institucional;Cluster 0;E
10;Institucional;900340662-1;4;340,0;1;10-Institucional;Cluster 0;E
10;Institucional;900342297-1;23;34421,0;6;10-Institucional;Cluster 0;E
10;Institucional;900343677-1;15;590,0;1;10-Institucional;Cluster 0;E
10;Institucional;900344389-1;23;3784,0;5;10-Institucional;Cluster 0;E
10;Institucional;900346046-1;24;213716,0;18;10-Institucional;Cluster 0;E
10;Institucional;900346811-1;19;555,0;1;10-Institucional;Cluster 0;E
10;Institucional;900347137-1;21;410,0;1;10-Institucional;Cluster 0;E
10;Institucional;900349300-1;2;1716,0;2;10-Institucional;Cluster 0;E
10;Institucional;900352185-1;8;5787,0;4;10-Institucional;Cluster 0;E
10;Institucional;900354797-1;9;13163,0;2;10-Institucional;Cluster 0;E
10;Institucional;900356278-1;4;32760,0;1;10-Institucional;Cluster 0;E
10;Institucional;900356728-1;24;3763,0;24;10-Institucional;Cluster 0;E
10;Institucional;900361174-1;24;11492,0;24;10-Institucional;Cluster 0;E
10;Institucional;900362419-1;9;550,0;1;10-Institucional;Cluster 0;E
10;Institucional;900363783-1;23;2944,0;7;10-Institucional;Cluster 0;E
10;Institucional;900375040-1;24;950,0;4;10-Institucional;Cluster 0;E
10;Institucional;900375309-1;24;8679,0;13;10-Institucional;Cluster 0;E
10;Institucional;900375894-1;23;10884,0;17;10-Institucional;Cluster 0;E
10;Institucional;900377484-1;24;11680,0;17;10-Institucional;Cluster 0;E
10;Institucional;900378666-1;7;169,0;1;10-Institucional;Cluster 0;E
10;Institucional;900380028-1;19;2368,0;1;10-Institucional;Cluster 0;E
10;Institucional;900380783-1;23;26312,0;10;10-Institucional;Cluster 0;E
10;Institucional;900387775-1;24;9850,0;1;10-Institucional;Cluster 0;E
10;Institucional;900389650-1;12;1152,0;1;10-Institucional;Cluster 0;E
10;Institucional;900396458-1;24;7453,0;5;10-Institucional;Cluster 0;E
10;Institucional;900396759-1;24;2463,0;2;10-Institucional;Cluster 0;E
10;Institucional;900397057-1;24;4736,0;24;10-Institucional;Cluster 0;E
10;Institucional;900400135-1;23;30847,0;16;10-Institucional;Cluster 0;E
10;Institucional;900401016-1;24;1683,0;3;10-Institucional;Cluster 0;E
10;Institucional;900403633-1;8;3160,0;8;10-Institucional;Cluster 0;E
10;Institucional;900404431-1;22;4012,0;2;10-Institucional;Cluster 0;E
10;Institucional;900413541-1;24;6321,0;2;10-Institucional;Cluster 0;E
10;Institucional;900415354-1;10;559,0;1;10-Institucional;Cluster 0;E
10;Institucional;900416376-1;24;2698,0;20;10-Institucional;Cluster 0;E
10;Institucional;900419629-1;21;7229,0;8;10-Institucional;Cluster 0;E
10;Institucional;900420122-1;24;162674,0;24;10-Institucional;Cluster 0;E
10;Institucional;900422614-1;24;31151,0;22;10-Institucional;Cluster 0;E
10;Institucional;900425966-1;14;432,0;1;10-Institucional;Cluster 0;E
10;Institucional;900427879-1;12;1302,0;1;10-Institucional;Cluster 0;E
10;Institucional;900428482-1;22;3904,0;3;10-Institucional;Cluster 0;E
10;Institucional;900429367-1;18;3695,0;17;10-Institucional;Cluster 0;E
10;Institucional;900432033-1;21;2602,0;4;10-Institucional;Cluster 0;E
10;Institucional;900442741-1;24;1924,0;3;10-Institucional;Cluster 0;E
10;Institucional;900444251-1;24;5407,0;24;10-Institucional;Cluster 0;E
10;Institucional;900446642-1;23;4785,0;22;10-Institucional;Cluster 0;E
10;Institucional;900451222-1;11;3545,0;1;10-Institucional;Cluster 0;E
10;Institucional;900455901-1;24;1942,0;24;10-Institucional;Cluster 0;E
10;Institucional;900461372-1;23;45410,0;2;10-Institucional;Cluster 0;E
10;Institucional;900463029-1;24;20102,0;12;10-Institucional;Cluster 0;E
10;Institucional;900474710-1;24;5344,0;14;10-Institucional;Cluster 0;E
10;Institucional;900476207-1;21;1262,0;2;10-Institucional;Cluster 0;E
10;Institucional;900480780-1;21;603,0;2;10-Institucional;Cluster 0;E
10;Institucional;900483379-1;24;4470,0;24;10-Institucional;Cluster 0;E
10;Institucional;900486347-1;24;5008,0;24;10-Institucional;Cluster 0;E
10;Institucional;900486772-1;24;11695,0;24;10-Institucional;Cluster 0;E
10;Institucional;900488797-1;24;1250,0;24;10-Institucional;Cluster 0;E
10;Institucional;900490594-1;24;28988,0;19;10-Institucional;Cluster 0;E
10;Institucional;900491038-1;23;1637,0;3;10-Institucional;Cluster 0;E
10;Institucional;900493698-1;17;7707,0;6;10-Institucional;Cluster 0;E
10;Institucional;900496658-1;24;13491,0;14;10-Institucional;Cluster 0;E
10;Institucional;900497351-1;24;51954,0;19;10-Institucional;Cluster 0;E
10;Institucional;900497857-1;23;8194,0;23;10-Institucional;Cluster 0;E
10;Institucional;900500344-1;24;7439,0;1;10-Institucional;Cluster 0;E
10;Institucional;900500500-1;1;1820,0;1;10-Institucional;Cluster 0;E
10;Institucional;900502451-1;1;7344,0;1;10-Institucional;Cluster 0;E
10;Institucional;900503348-1;24;4700,0;6;10-Institucional;Cluster 0;E
10;Institucional;900511897-1;24;6720,0;23;10-Institucional;Cluster 0;E
10;Institucional;900514124-1;24;722,0;5;10-Institucional;Cluster 0;E
10;Institucional;900514524-1;21;1652,0;2;10-Institucional;Cluster 0;E
10;Institucional;900514678-1;23;1302,0;23;10-Institucional;Cluster 0;E
10;Institucional;900517405-1;24;6519,0;24;10-Institucional;Cluster 0;E
10;Institucional;900517413-1;24;1111,0;5;10-Institucional;Cluster 0;E
10;Institucional;900517835-1;11;19100,0;2;10-Institucional;Cluster 0;E
10;Institucional;900518469-1;24;9300,0;3;10-Institucional;Cluster 0;E
10;Institucional;900518601-1;24;7714,0;10;10-Institucional;Cluster 0;E
10;Institucional;900521807-1;24;4343,0;10;10-Institucional;Cluster 0;E
10;Institucional;900524476-1;24;37309,0;24;10-Institucional;Cluster 0;E
10;Institucional;900527685-1;12;1207,0;4;10-Institucional;Cluster 0;E
10;Institucional;900534654-1;24;55,0;1;10-Institucional;Cluster 0;E
10;Institucional;900534711-1;17;4265,0;1;10-Institucional;Cluster 0;E
10;Institucional;900537285-1;24;2070,0;7;10-Institucional;Cluster 0;E
10;Institucional;900542404-1;24;10206,0;24;10-Institucional;Cluster 0;E
10;Institucional;900542671-1;21;415,0;1;10-Institucional;Cluster 0;E
10;Institucional;900545979-1;13;1210,0;2;10-Institucional;Cluster 0;E
10;Institucional;900546370-1;24;4024,0;24;10-Institucional;Cluster 0;E
10;Institucional;900548514-1;19;2280,0;3;10-Institucional;Cluster 0;E
10;Institucional;900549791-1;3;173,0;1;10-Institucional;Cluster 0;E
10;Institucional;900553170-1;24;7668,0;23;10-Institucional;Cluster 0;E
10;Institucional;900555013-1;18;226,0;1;10-Institucional;Cluster 0;E
10;Institucional;900555069-1;24;8804,0;24;10-Institucional;Cluster 0;E
10;Institucional;900557006-1;19;12300,0;1;10-Institucional;Cluster 0;E
10;Institucional;900559638-1;24;4442,0;24;10-Institucional;Cluster 0;E
10;Institucional;900561822-1;15;3692,0;12;10-Institucional;Cluster 0;E
10;Institucional;900563232-1;1;400,0;1;10-Institucional;Cluster 0;E
10;Institucional;900566544-1;15;10,0;1;10-Institucional;Cluster 0;E
10;Institucional;900567160-1;6;11844,0;1;10-Institucional;Cluster 0;E
10;Institucional;900569930-1;16;689,0;1;10-Institucional;Cluster 0;E
10;Institucional;900574924-1;24;44846,0;19;10-Institucional;Cluster 0;E
10;Institucional;900577604-1;24;3810,0;2;10-Institucional;Cluster 0;E
10;Institucional;900579800-1;1;400,0;1;10-Institucional;Cluster 0;E
10;Institucional;900581638-1;6;614,0;3;10-Institucional;Cluster 0;E
10;Institucional;900582731-1;24;36819,0;6;10-Institucional;Cluster 0;E
10;Institucional;900585118-1;24;5915,0;1;10-Institucional;Cluster 0;E
10;Institucional;900585527-1;24;8999,0;24;10-Institucional;Cluster 0;E
10;Institucional;900589109-1;2;122,0;1;10-Institucional;Cluster 0;E
10;Institucional;900589209-1;21;324,0;1;10-Institucional;Cluster 0;E
10;Institucional;900591797-1;24;100220,0;24;10-Institucional;Cluster 0;E
10;Institucional;900592351-1;24;6652,0;24;10-Institucional;Cluster 0;E
10;Institucional;900594720-1;1;13,0;1;10-Institucional;Cluster 0;E
10;Institucional;900596338-1;24;14654,0;3;10-Institucional;Cluster 0;E
10;Institucional;900602198-1;23;136598,0;8;10-Institucional;Cluster 0;E
10;Institucional;900607977-1;11;135,0;2;10-Institucional;Cluster 0;E
10;Institucional;900611953-1;24;284,0;1;10-Institucional;Cluster 0;E
10;Institucional;900614415-1;23;42833,0;18;10-Institucional;Cluster 0;E
10;Institucional;900614597-1;22;66861,0;9;10-Institucional;Cluster 0;E
10;Institucional;900616793-1;13;3627,0;2;10-Institucional;Cluster 0;E
10;Institucional;900622968-1;2;317,0;2;10-Institucional;Cluster 0;E
10;Institucional;900623658-1;12;705,0;2;10-Institucional;Cluster 0;E
10;Institucional;900623732-1;23;12832,0;20;10-Institucional;Cluster 0;E
10;Institucional;900628917-1;24;97127,0;20;10-Institucional;Cluster 0;E
10;Institucional;900631890-1;21;769,0;1;10-Institucional;Cluster 0;E
10;Institucional;900632938-1;24;5254,0;24;10-Institucional;Cluster 0;E
10;Institucional;900641706-1;21;144438,0;19;10-Institucional;Cluster 0;E
10;Institucional;900644505-1;24;1564,0;24;10-Institucional;Cluster 0;E
10;Institucional;900648406-1;22;3524,0;21;10-Institucional;Cluster 0;E
10;Institucional;900652395-1;24;5908,0;23;10-Institucional;Cluster 0;E
10;Institucional;900652613-1;23;8850,0;13;10-Institucional;Cluster 0;E
10;Institucional;900653290-1;10;2725,0;3;10-Institucional;Cluster 0;E
10;Institucional;900660352-1;23;6961,0;6;10-Institucional;Cluster 0;E
10;Institucional;900660468-1;5;22501,0;1;10-Institucional;Cluster 0;E
10;Institucional;900666582-1;24;3111,0;6;10-Institucional;Cluster 0;E
10;Institucional;900675154-1;23;14109,0;7;10-Institucional;Cluster 0;E
10;Institucional;900677347-1;21;424,0;2;10-Institucional;Cluster 0;E
10;Institucional;900681523-1;24;1107,0;6;10-Institucional;Cluster 0;E
10;Institucional;900687342-1;8;6398,0;2;10-Institucional;Cluster 0;E
10;Institucional;900688066-1;23;261957,0;13;10-Institucional;Cluster 0;E
10;Institucional;900694131-1;9;350,0;1;10-Institucional;Cluster 0;E
10;Institucional;900697781-1;24;5476,0;7;10-Institucional;Cluster 0;E
10;Institucional;900703810-1;16;2579,0;5;10-Institucional;Cluster 0;E
10;Institucional;900707849-1;4;76,0;1;10-Institucional;Cluster 0;E
10;Institucional;900708629-1;21;1088,0;21;10-Institucional;Cluster 0;E
10;Institucional;900709332-1;24;69101,0;21;10-Institucional;Cluster 0;E
10;Institucional;900710295-1;9;1541,0;9;10-Institucional;Cluster 0;E
10;Institucional;900710493-1;24;17020,0;23;10-Institucional;Cluster 0;E
10;Institucional;900711139-1;13;2263,0;13;10-Institucional;Cluster 0;E
10;Institucional;900713368-1;13;276,0;1;10-Institucional;Cluster 0;E
10;Institucional;900714469-1;24;33330,0;21;10-Institucional;Cluster 0;E
10;Institucional;900723116-1;24;13839,0;6;10-Institucional;Cluster 0;E
10;Institucional;900724952-1;5;3000,0;1;10-Institucional;Cluster 0;E
10;Institucional;900725984-1;24;5658,0;4;10-Institucional;Cluster 0;E
10;Institucional;900731313-1;24;11944,0;9;10-Institucional;Cluster 0;E
10;Institucional;900732297-1;24;21035,0;24;10-Institucional;Cluster 0;E
10;Institucional;900736291-1;24;1650,0;6;10-Institucional;Cluster 0;E
10;Institucional;900738674-1;24;28468,0;20;10-Institucional;Cluster 0;E
10;Institucional;900741712-1;22;837,0;3;10-Institucional;Cluster 0;E
10;Institucional;900744935-1;3;152,0;2;10-Institucional;Cluster 0;E
10;Institucional;900749161-1;16;12335,0;12;10-Institucional;Cluster 0;E
10;Institucional;900753958-1;24;13148,0;24;10-Institucional;Cluster 0;E
10;Institucional;900760530-1;24;9445,0;24;10-Institucional;Cluster 0;E
10;Institucional;900768250-1;10;7010,0;3;10-Institucional;Cluster 0;E
10;Institucional;900771133-1;20;5669,0;8;10-Institucional;Cluster 0;E
10;Institucional;900773853-1;24;6606,0;24;10-Institucional;Cluster 0;E
10;Institucional;900777721-1;23;2000,0;1;10-Institucional;Cluster 0;E
10;Institucional;900779560-1;23;5600,0;1;10-Institucional;Cluster 0;E
10;Institucional;900786344-1;22;4896,0;4;10-Institucional;Cluster 0;E
10;Institucional;900792145-1;24;156762,0;22;10-Institucional;Cluster 0;E
10;Institucional;900794710-1;21;1100,0;3;10-Institucional;Cluster 0;E
10;Institucional;900801689-1;24;32288,0;21;10-Institucional;Cluster 0;E
10;Institucional;900809569-1;24;1303,0;24;10-Institucional;Cluster 0;E
10;Institucional;900815744-2;7;16352,0;4;10-Institucional;Cluster 0;E
10;Institucional;900824371-1;24;8974,0;24;10-Institucional;Cluster 0;E
10;Institucional;900826951-1;24;17115,0;15;10-Institucional;Cluster 0;E
10;Institucional;900835724-1;19;458,0;1;10-Institucional;Cluster 0;E
10;Institucional;900843898-1;24;133979,0;24;10-Institucional;Cluster 0;E
10;Institucional;900844720-1;13;1895,0;12;10-Institucional;Cluster 0;E
10;Institucional;900845489-1;24;2660,0;24;10-Institucional;Cluster 0;E
10;Institucional;900850673-1;24;8705,0;23;10-Institucional;Cluster 0;E
10;Institucional;900860961-1;17;4862,0;2;10-Institucional;Cluster 0;E
10;Institucional;900864250-1;24;18004,0;19;10-Institucional;Cluster 0;E
10;Institucional;900875637-1;22;142,0;1;10-Institucional;Cluster 0;E
10;Institucional;900886917-1;24;7129,0;5;10-Institucional;Cluster 0;E
10;Institucional;900888424-1;21;240,0;1;10-Institucional;Cluster 0;E
10;Institucional;900894892-1;24;6424,0;24;10-Institucional;Cluster 0;E
10;Institucional;900896297-1;24;2499,0;24;10-Institucional;Cluster 0;E
10;Institucional;900909745-1;6;946,0;6;10-Institucional;Cluster 0;E
10;Institucional;900909789-1;22;3399,0;21;10-Institucional;Cluster 0;E
10;Institucional;900909933-1;24;8250,0;6;10-Institucional;Cluster 0;E
10;Institucional;900926423-1;24;6065,0;23;10-Institucional;Cluster 0;E
10;Institucional;900931936-1;19;2050,0;5;10-Institucional;Cluster 0;E
10;Institucional;900932897-1;20;2298,0;6;10-Institucional;Cluster 0;E
10;Institucional;900934851-1;24;24955,0;24;10-Institucional;Cluster 0;E
10;Institucional;900942331-1;21;125,0;1;10-Institucional;Cluster 0;E
10;Institucional;900946013-1;4;204,0;1;10-Institucional;Cluster 0;E
10;Institucional;900956416-1;9;175,0;1;10-Institucional;Cluster 0;E
10;Institucional;900956778-1;2;317,0;2;10-Institucional;Cluster 0;E
10;Institucional;900959761-1;24;14068,0;7;10-Institucional;Cluster 0;E
10;Institucional;900965267-1;17;46608,0;6;10-Institucional;Cluster 0;E
10;Institucional;900968819-1;20;1536,0;5;10-Institucional;Cluster 0;E
10;Institucional;900974613-1;12;461,0;1;10-Institucional;Cluster 0;E
10;Institucional;900975788-1;24;25469,0;23;10-Institucional;Cluster 0;E
10;Institucional;900988289-1;15;464,0;2;10-Institucional;Cluster 0;E
10;Institucional;900988758-1;17;1896,0;4;10-Institucional;Cluster 0;E
10;Institucional;900995386-1;1;2293,0;1;10-Institucional;Cluster 0;E
