Codigo distrito;Nombre tipo zona;Nit cliente-sucursal;Recency;Monetary;Frequency;Distrito-Nombretipozona
104;Institucional;1750345262-1;24;266348;24;104-Institucional
104;Institucional;1750345961-1;24;11862;21;104-Institucional
104;Institucional;1750345986-1;24;1131;6;104-Institucional
104;Institucional;1750346667-1;23;10736;5;104-Institucional
104;Institucional;1750346897-1;24;18569;20;104-Institucional
104;Institucional;1750347541-1;22;29994;16;104-Institucional
104;Institucional;1750348157-1;22;7104;12;104-Institucional
104;Institucional;1750348966-1;20;464;1;104-Institucional
104;Institucional;1750349602-1;23;2831;11;104-Institucional
104;Institucional;1750349778-1;24;14956;18;104-Institucional
104;Institucional;1750349813-1;24;3899;24;104-Institucional
104;Institucional;1750349896-1;23;12917;11;104-Institucional
104;Institucional;1750350251-1;24;9064;16;104-Institucional
104;Institucional;1750350546-1;23;16051;23;104-Institucional
104;Institucional;1750351071-1;24;107184;11;104-Institucional
104;Institucional;1750351106-1;24;19983;23;104-Institucional
104;Institucional;1750352136-1;17;3938;7;104-Institucional
104;Institucional;1750352689-1;21;1172;6;104-Institucional
104;Institucional;1750354223-1;20;2113;4;104-Institucional
104;Institucional;1750354409-1;24;9179;23;104-Institucional
104;Institucional;1750354672-1;24;17432;21;104-Institucional
104;Institucional;1750355742-1;24;4865;19;104-Institucional
104;Institucional;1750355800-1;24;6222;15;104-Institucional
104;Institucional;1750356119-1;21;4514;16;104-Institucional
104;Institucional;1750356838-1;24;5126;24;104-Institucional
104;Institucional;1750356903-1;24;76998;20;104-Institucional
104;Institucional;1750357107-1;24;14268;24;104-Institucional
104;Institucional;1750358309-1;23;1277;4;104-Institucional
104;Institucional;1750358496-1;24;125114;24;104-Institucional
104;Institucional;1750358657-1;24;414479;24;104-Institucional
104;Institucional;1750359560-1;23;6659;10;104-Institucional
104;Institucional;1750359899-1;24;151470;24;104-Institucional
104;Institucional;1750360482-1;18;175;1;104-Institucional
104;Institucional;1750427625-1;23;407262;3;104-Institucional
104;Institucional;1750427634-1;24;34679;19;104-Institucional
104;Institucional;1750427643-1;23;1866;3;104-Institucional
104;Institucional;1750427654-1;19;47249;5;104-Institucional
104;Institucional;1750930097-1;22;7214;6;104-Institucional
104;Institucional;1750930934-1;23;14510;5;104-Institucional
104;Institucional;1750932561-1;8;82;1;104-Institucional
104;Institucional;1751328665-1;24;33073;18;104-Institucional
104;Institucional;1751328681-1;24;79300;24;104-Institucional
104;Institucional;1751328742-1;24;35036;24;104-Institucional
104;Institucional;1751328859-1;23;75579;15;104-Institucional
104;Institucional;1751328860-1;24;25262;7;104-Institucional
104;Institucional;1751328863-1;24;51892;9;104-Institucional
104;Institucional;1751329004-1;24;81420;23;104-Institucional
104;Institucional;1751329592-1;24;23578;12;104-Institucional
104;Institucional;1751329778-1;10;1021;5;104-Institucional
104;Institucional;1751330054-1;24;18756;22;104-Institucional
104;Institucional;1751330278-2;24;112955;23;104-Institucional
104;Institucional;1751331804-1;23;3316;10;104-Institucional
104;Institucional;1751332261-1;24;10222;21;104-Institucional
104;Institucional;1751333384-1;11;35729;11;104-Institucional
104;Institucional;1751333384-2;4;4662;3;104-Institucional
104;Institucional;1751333444-1;18;4617;12;104-Institucional
104;Institucional;1751408634-1;22;11845;10;104-Institucional
104;Institucional;1751408677-1;12;22476;8;104-Institucional
104;Institucional;1751408725-1;24;4504;1;104-Institucional
104;Institucional;1751529755-1;24;185494;22;104-Institucional
104;Institucional;1760027685-1;23;6066;4;104-Institucional
104;Institucional;1760028713-1;24;21122;22;104-Institucional
104;Institucional;1760028880-1;8;688;1;104-Institucional
104;Institucional;1760033188-1;24;16612;20;104-Institucional
104;Institucional;1760034526-1;18;6469;2;104-Institucional
104;Institucional;1760034532-1;24;13455;14;104-Institucional
104;Institucional;1760035003-1;20;907;2;104-Institucional
104;Institucional;1760036617-1;10;836;1;104-Institucional
104;Institucional;1760037780-1;22;1600;8;104-Institucional
104;Institucional;1760044521-1;24;22178;15;104-Institucional
104;Institucional;1760045075-1;20;2999;3;104-Institucional
104;Institucional;1760054832-1;22;10869;15;104-Institucional
104;Institucional;1760057854-1;24;1208;3;104-Institucional
104;Institucional;1760058086-1;24;18365;17;104-Institucional
104;Institucional;1760060470-1;4;720;1;104-Institucional
104;Institucional;1760067145-1;24;1169;13;104-Institucional
104;Institucional;1760068523-1;23;18571;23;104-Institucional
104;Institucional;1760071352-1;21;12763;8;104-Institucional
104;Institucional;1760079729-1;1;3008;1;104-Institucional
104;Institucional;1760081992-1;24;4183;15;104-Institucional
104;Institucional;1760084646-1;22;4575;8;104-Institucional
104;Institucional;1760089846-1;24;149986;24;104-Institucional
104;Institucional;1760089846-2;23;7996;12;104-Institucional
104;Institucional;1760089846-4;21;50409;14;104-Institucional
104;Institucional;1760091614-1;24;17711;15;104-Institucional
104;Institucional;1760092793-1;20;12975;4;104-Institucional
104;Institucional;1760093076-1;22;3236;6;104-Institucional
104;Institucional;1760096950-1;24;58649;24;104-Institucional
104;Institucional;1760101315-1;24;7508;12;104-Institucional
104;Institucional;1760101536-1;22;3432;3;104-Institucional
104;Institucional;1760105913-1;22;1524;5;104-Institucional
104;Institucional;1760110583-1;23;40806;12;104-Institucional
104;Institucional;1760119797-1;24;144554;17;104-Institucional
104;Institucional;1760121821-1;24;71660;19;104-Institucional
104;Institucional;1760138199-1;24;22717;16;104-Institucional
104;Institucional;1760139311-1;24;57504;17;104-Institucional
104;Institucional;1760141442-1;2;4740;2;104-Institucional
104;Institucional;1760142378-1;24;279992;24;104-Institucional
104;Institucional;1760144152-1;23;7631;23;104-Institucional
104;Institucional;1760152305-1;23;9577;21;104-Institucional
104;Institucional;1760160779-1;23;6830;17;104-Institucional
104;Institucional;1760165098-1;5;201;1;104-Institucional
104;Institucional;1760169173-1;10;3275;6;104-Institucional
104;Institucional;1760171595-1;24;9096;13;104-Institucional
104;Institucional;1760171966-1;3;232;1;104-Institucional
104;Institucional;1760172248-1;8;963;3;104-Institucional
104;Institucional;1760172819-1;23;44546;14;104-Institucional
104;Institucional;1760180132-1;18;2805;8;104-Institucional
104;Institucional;1760187214-1;22;1750;5;104-Institucional
104;Institucional;1760189134-1;24;26363;18;104-Institucional
104;Institucional;1760189134-2;24;41139;22;104-Institucional
104;Institucional;1760194873-1;23;54368;23;104-Institucional
104;Institucional;1760207571-1;19;17595;10;104-Institucional
104;Institucional;1760209329-1;24;8095;12;104-Institucional
104;Institucional;1760217536-1;24;9784;20;104-Institucional
104;Institucional;1760221376-1;24;7438;17;104-Institucional
104;Institucional;1760221779-1;21;96381;11;104-Institucional
104;Institucional;1760224076-1;24;21931;24;104-Institucional
104;Institucional;1760225887-1;8;11990;1;104-Institucional
104;Institucional;1760227911-1;4;889;4;104-Institucional
104;Institucional;1760228227-1;24;4978;9;104-Institucional
104;Institucional;1760232188-1;24;223133;19;104-Institucional
104;Institucional;1760234816-1;24;86320;23;104-Institucional
104;Institucional;1760241172-1;24;27548;21;104-Institucional
104;Institucional;1760260735-1;24;10525;23;104-Institucional
104;Institucional;1760276629-1;24;17806;21;104-Institucional
104;Institucional;1760281349-1;15;20566;5;104-Institucional
104;Institucional;1760283800-1;23;76056;17;104-Institucional
104;Institucional;1760289537-1;20;617;2;104-Institucional
104;Institucional;1760291196-2;24;3473;8;104-Institucional
104;Institucional;1760292311-1;24;41545;10;104-Institucional
104;Institucional;1760293721-1;20;22182;1;104-Institucional
104;Institucional;1760296014-1;19;3602;8;104-Institucional
104;Institucional;1760302727-1;22;4755;6;104-Institucional
104;Institucional;1760303243-1;19;14507;3;104-Institucional
104;Institucional;1760307560-1;10;957;3;104-Institucional
104;Institucional;1760320833-1;23;228;1;104-Institucional
104;Institucional;1760323813-1;12;416;1;104-Institucional
104;Institucional;1760329635-1;22;17629;18;104-Institucional
104;Institucional;1760339195-1;24;136274;23;104-Institucional
104;Institucional;1760339355-1;22;877;3;104-Institucional
104;Institucional;1760343911-1;24;3450;2;104-Institucional
104;Institucional;1760344682-1;24;28791;15;104-Institucional
104;Institucional;1760344819-1;23;8531;3;104-Institucional
104;Institucional;1760347962-1;24;3185;7;104-Institucional
104;Institucional;1760348375-1;24;72724;22;104-Institucional
104;Institucional;1760348375-2;23;25527;21;104-Institucional
104;Institucional;1760361042-1;24;4263;8;104-Institucional
104;Institucional;1760364403-1;21;3464;2;104-Institucional
104;Institucional;1760365130-1;21;515;1;104-Institucional
104;Institucional;1760371420-1;20;2249;4;104-Institucional
104;Institucional;1760375289-1;22;1902;3;104-Institucional
104;Institucional;1760376039-1;23;2955;11;104-Institucional
104;Institucional;1760376486-1;13;1620;3;104-Institucional
104;Institucional;1760377109-1;24;4813;17;104-Institucional
104;Institucional;1760377715-1;24;5223;24;104-Institucional
104;Institucional;1760379083-1;8;966;1;104-Institucional
104;Institucional;1760382546-1;16;7065;8;104-Institucional
104;Institucional;1760385183-1;23;3613;2;104-Institucional
104;Institucional;1760395166-1;22;7181;22;104-Institucional
104;Institucional;1760397132-1;24;1921;4;104-Institucional
104;Institucional;1760409725-1;20;3140;7;104-Institucional
104;Institucional;1760415682-1;23;2805;22;104-Institucional
104;Institucional;1760418421-1;24;7138;14;104-Institucional
104;Institucional;1760422822-1;14;2248;14;104-Institucional
104;Institucional;1760422920-1;24;23162;13;104-Institucional
104;Institucional;1760425953-1;24;10595;14;104-Institucional
104;Institucional;1760436054-3;17;1778;7;104-Institucional
104;Institucional;1760436054-8;12;839;3;104-Institucional
104;Institucional;1760436176-1;19;97574;16;104-Institucional
104;Institucional;1760449846-1;24;4491;24;104-Institucional
104;Institucional;1760456565-1;17;375;2;104-Institucional
104;Institucional;1760458081-1;24;13906;15;104-Institucional
104;Institucional;1760458103-1;18;1615;2;104-Institucional
104;Institucional;1760458195-1;23;6605;17;104-Institucional
104;Institucional;1760464861-1;21;931;6;104-Institucional
104;Institucional;1760465060-1;3;151;3;104-Institucional
104;Institucional;1760474419-1;24;139663;19;104-Institucional
104;Institucional;1760476078-1;24;201087;24;104-Institucional
104;Institucional;1760476874-1;22;1150;6;104-Institucional
104;Institucional;1760522194-1;9;1546;3;104-Institucional
104;Institucional;1760533610-1;3;157;1;104-Institucional
104;Institucional;1760540433-1;9;3305;2;104-Institucional
104;Institucional;1760550429-1;10;2021;3;104-Institucional
104;Institucional;1760551545-1;23;169495;15;104-Institucional
104;Institucional;1760552289-1;15;702;3;104-Institucional
104;Institucional;1760553430-1;18;4440;7;104-Institucional
104;Institucional;1760560276-1;18;1671;17;104-Institucional
104;Institucional;1760573852-1;24;22905;9;104-Institucional
104;Institucional;1760584450-1;22;2000;8;104-Institucional
104;Institucional;1760584954-1;24;19572;24;104-Institucional
104;Institucional;1760591790-1;24;3548;4;104-Institucional
104;Institucional;1760592755-1;2;73;1;104-Institucional
104;Institucional;1760595290-1;8;235;1;104-Institucional
104;Institucional;1760595809-1;23;3611;15;104-Institucional
104;Institucional;1760605469-1;7;50;1;104-Institucional
104;Institucional;1760608147-1;22;5623;16;104-Institucional
104;Institucional;1760613243-1;18;12414;4;104-Institucional
104;Institucional;1760619013-1;2;5192;1;104-Institucional
104;Institucional;1760634645-1;15;767;15;104-Institucional
104;Institucional;1760635796-1;24;3899;23;104-Institucional
104;Institucional;1760636581-1;19;7332;5;104-Institucional
104;Institucional;1760645899-1;2;146;1;104-Institucional
104;Institucional;1760651687-1;6;304;6;104-Institucional
104;Institucional;1760656416-1;21;2177;20;104-Institucional
104;Institucional;1760661332-1;24;4921;3;104-Institucional
104;Institucional;1760662831-1;23;1948;3;104-Institucional
104;Institucional;1760668545-1;9;2348;9;104-Institucional
104;Institucional;1760680373-1;3;157;1;104-Institucional
104;Institucional;1760680374-1;24;135801;23;104-Institucional
104;Institucional;1760697923-1;24;3487;14;104-Institucional
104;Institucional;1760705089-1;23;1536;7;104-Institucional
104;Institucional;1760705474-1;23;3422;23;104-Institucional
104;Institucional;1760708064-1;23;25897;4;104-Institucional
104;Institucional;1760727830-1;24;9225;24;104-Institucional
104;Institucional;1760728916-1;24;1450;3;104-Institucional
104;Institucional;1760730672-1;19;433;2;104-Institucional
104;Institucional;1760751983-1;12;659;4;104-Institucional
104;Institucional;1760752075-1;24;5493;12;104-Institucional
104;Institucional;1760755460-1;21;1143;4;104-Institucional
104;Institucional;1760758279-1;24;72240;23;104-Institucional
104;Institucional;1760760865-1;24;179070;24;104-Institucional
104;Institucional;1760763235-1;24;5318;12;104-Institucional
104;Institucional;1760769981-1;24;222590;22;104-Institucional
104;Institucional;1760771036-1;8;7266;8;104-Institucional
104;Institucional;1760771754-1;22;2768;4;104-Institucional
104;Institucional;1760787894-1;24;4916;1;104-Institucional
104;Institucional;1760795734-2;22;2309;3;104-Institucional
104;Institucional;1760796095-1;24;3938;24;104-Institucional
104;Institucional;1760810984-1;24;24600;1;104-Institucional
104;Institucional;1760821387-1;2;654;1;104-Institucional
104;Institucional;1760826008-1;17;1273;3;104-Institucional
104;Institucional;1760835037-1;24;339;1;104-Institucional
104;Institucional;1760836840-1;24;927;19;104-Institucional
104;Institucional;1760842390-1;23;74098;14;104-Institucional
104;Institucional;1760844157-1;18;627;2;104-Institucional
104;Institucional;1760858511-1;2;100;2;104-Institucional
104;Institucional;1760876130-1;24;5012;1;104-Institucional
104;Institucional;1760896242-1;23;9317;6;104-Institucional
104;Institucional;1760899338-1;11;516;2;104-Institucional
104;Institucional;1760901389-1;24;67412;12;104-Institucional
104;Institucional;1760902086-1;15;1158;5;104-Institucional
104;Institucional;1760912629-1;24;400;3;104-Institucional
104;Institucional;1760924922-1;24;38185;14;104-Institucional
104;Institucional;1760949412-1;23;3000;1;104-Institucional
104;Institucional;1760954470-1;24;1533;2;104-Institucional
104;Institucional;1760956874-1;24;1214;13;104-Institucional
104;Institucional;1760969759-1;24;18917;23;104-Institucional
104;Institucional;1760970537-1;24;59707;10;104-Institucional
104;Institucional;1760971865-1;2;412;2;104-Institucional
104;Institucional;1760972962-1;24;4005;24;104-Institucional
104;Institucional;1760982862-1;22;3419;22;104-Institucional
104;Institucional;1760984766-1;8;1831;1;104-Institucional
104;Institucional;1760986276-1;11;192;1;104-Institucional
104;Institucional;1760998980-1;23;27773;2;104-Institucional
104;Institucional;1761007942-1;14;8043;12;104-Institucional
104;Institucional;1761033494-1;12;579;1;104-Institucional
104;Institucional;1761046343-1;20;19466;11;104-Institucional
104;Institucional;1761047546-1;24;1650;2;104-Institucional
104;Institucional;1761055477-1;20;3333;2;104-Institucional
104;Institucional;1761078920-1;24;102391;5;104-Institucional
104;Institucional;1761079331-1;1;224;1;104-Institucional
104;Institucional;1761080871-1;23;2941;23;104-Institucional
104;Institucional;1761091574-1;23;2199;2;104-Institucional
104;Institucional;1761095230-1;24;1035;4;104-Institucional
104;Institucional;1761103363-1;22;42353;4;104-Institucional
104;Institucional;1761120735-1;24;148808;9;104-Institucional
104;Institucional;1761133778-1;1;400;1;104-Institucional
104;Institucional;1761136990-1;24;79653;24;104-Institucional
104;Institucional;1761140232-1;24;3742;24;104-Institucional
104;Institucional;1761142107-1;19;3056;3;104-Institucional
104;Institucional;1761148055-1;24;5269;1;104-Institucional
104;Institucional;1761160736-1;20;4282;20;104-Institucional
104;Institucional;1761171844-1;19;573;2;104-Institucional
104;Institucional;1761176342-1;24;101336;24;104-Institucional
104;Institucional;1761185092-1;22;1737;4;104-Institucional
104;Institucional;1761191714-1;23;6979;4;104-Institucional
104;Institucional;1761197068-1;21;13457;5;104-Institucional
104;Institucional;1761198698-1;23;10986;9;104-Institucional
104;Institucional;1761202355-1;23;53829;4;104-Institucional
104;Institucional;1761219664-1;24;210230;12;104-Institucional
104;Institucional;1761220753-1;16;186;1;104-Institucional
104;Institucional;1761225744-1;24;24565;21;104-Institucional
104;Institucional;1761230937-1;24;4650;15;104-Institucional
104;Institucional;1761242885-1;23;5732;19;104-Institucional
104;Institucional;1761243979-1;11;131;2;104-Institucional
104;Institucional;1761264213-1;24;2503;11;104-Institucional
104;Institucional;1761270008-1;24;12187;10;104-Institucional
104;Institucional;1761270950-1;8;238;1;104-Institucional
104;Institucional;1761272246-1;22;267;1;104-Institucional
104;Institucional;1761273511-1;24;3092;14;104-Institucional
104;Institucional;1761284443-1;22;30406;2;104-Institucional
104;Institucional;1761288483-1;11;187529;7;104-Institucional
104;Institucional;1761298408-1;19;232;1;104-Institucional
104;Institucional;1761301526-1;23;1155;2;104-Institucional
104;Institucional;1761306376-1;23;2797;22;104-Institucional
104;Institucional;1761306517-1;22;3586;6;104-Institucional
104;Institucional;1761318882-1;22;868;2;104-Institucional
104;Institucional;1761320692-1;21;1033;20;104-Institucional
104;Institucional;1761321712-1;13;1225;1;104-Institucional
104;Institucional;1761358100-1;24;116124;22;104-Institucional
104;Institucional;1761368629-1;23;1463;4;104-Institucional
104;Institucional;1761369033-1;4;255;1;104-Institucional
104;Institucional;1761375208-1;24;8270;10;104-Institucional
104;Institucional;1761394230-1;23;1377;1;104-Institucional
104;Institucional;1761400131-1;24;19804;6;104-Institucional
104;Institucional;1761405014-1;24;8233;12;104-Institucional
104;Institucional;1761406896-1;15;2092;1;104-Institucional
104;Institucional;1761407624-1;10;1805;2;104-Institucional
104;Institucional;1761407645-1;24;47809;24;104-Institucional
104;Institucional;1761409468-2;14;192562;11;104-Institucional
104;Institucional;1761409863-1;23;31168;20;104-Institucional
104;Institucional;1761415917-1;18;4102;7;104-Institucional
104;Institucional;1761419913-1;20;1969;6;104-Institucional
104;Institucional;1761420901-1;18;6305;1;104-Institucional
104;Institucional;1761434936-1;10;750;3;104-Institucional
104;Institucional;1761439782-1;1;2075;1;104-Institucional
104;Institucional;1761440607-1;24;2848;4;104-Institucional
104;Institucional;1761443394-1;21;6250;1;104-Institucional
104;Institucional;1761443900-1;16;2749;5;104-Institucional
104;Institucional;1761446013-1;19;288;1;104-Institucional
104;Institucional;1761456775-1;15;288;1;104-Institucional
104;Institucional;1761458190-1;10;512;2;104-Institucional
104;Institucional;1761460425-1;23;16482;8;104-Institucional
104;Institucional;1761463031-1;24;25377;4;104-Institucional
104;Institucional;1761466538-1;24;9136;3;104-Institucional
104;Institucional;1761471018-1;24;107668;22;104-Institucional
104;Institucional;1761474702-1;11;42910;8;104-Institucional
104;Institucional;1761475527-1;24;7768;1;104-Institucional
104;Institucional;1761477975-1;24;4859;5;104-Institucional
104;Institucional;1761503471-1;19;26463;12;104-Institucional
104;Institucional;1761504785-1;12;2930;2;104-Institucional
104;Institucional;1761528233-1;9;140;1;104-Institucional
104;Institucional;1761556107-1;24;3357;4;104-Institucional
104;Institucional;1761568601-1;22;1468;4;104-Institucional
104;Institucional;1761568601-2;19;90;1;104-Institucional
104;Institucional;1761576283-1;24;73287;12;104-Institucional
104;Institucional;1761585267-1;24;9395;10;104-Institucional
104;Institucional;1761641934-1;23;3268;4;104-Institucional
104;Institucional;954090411-1;11;390;2;104-Institucional
104;Institucional;954091804-1;16;1130;1;104-Institucional
104;Institucional;954099615-1;20;1681;1;104-Institucional
104;Institucional;954326398-1;24;2242;8;104-Institucional
104;Institucional;954404055-1;24;2342;10;104-Institucional
104;Institucional;954454345-1;18;113;1;104-Institucional
104;Institucional;954499594-1;23;8862;13;104-Institucional
104;Institucional;954509871-1;23;6600;8;104-Institucional
104;Institucional;954520545-1;23;7920;2;104-Institucional
104;Institucional;954522267-1;23;3750;3;104-Institucional
104;Institucional;954529460-1;24;67409;21;104-Institucional
104;Institucional;954560608-1;12;2695;1;104-Institucional
104;Institucional;954584874-1;19;6162;13;104-Institucional
104;Mayorista;1864263743-1;17;7857;3;104-Mayorista
104;Mayorista;870157291-1;23;8426;3;104-Mayorista
104;Mayorista;870324855-1;22;14720;7;104-Mayorista
104;Mayorista;870327764-1;8;123125;4;104-Mayorista
104;Mayorista;870413782-1;19;11188;6;104-Mayorista
104;Mayorista;870508981-1;21;2618;2;104-Mayorista
104;Mayorista;870516754-1;24;25035;11;104-Mayorista
104;Mayorista;870516907-1;15;24682;12;104-Mayorista
104;Mayorista;870549528-1;24;19627;14;104-Mayorista
104;Mayorista;870573815-1;24;8474;2;104-Mayorista
104;Mayorista;870575714-1;21;12207;5;104-Mayorista
104;Mayorista;1918815807-1;22;16640;7;104-Mayorista
104;Mayorista;1921016210-1;24;5377;9;104-Mayorista
104;Mayorista;1921758461-1;24;1570;1;104-Mayorista
104;Mayorista;1921806774-1;24;124044;13;104-Mayorista
104;Mayorista;1921846670-1;23;8715;1;104-Mayorista
104;Mayorista;1922330518-1;23;139320;18;104-Mayorista
104;Mayorista;1922330771-1;23;10688;5;104-Mayorista
104;Mayorista;1922358175-1;23;1446;4;104-Mayorista
104;Mayorista;1945692260-1;11;24381;1;104-Mayorista
104;Mayorista;1972130233-1;17;2442;2;104-Mayorista
104;Mayorista;1975094427-1;23;280;1;104-Mayorista
104;Mayorista;1975096480-1;24;208;1;104-Mayorista
104;Mayorista;1976280388-1;19;1120;1;104-Mayorista
104;Mayorista;1976304290-1;23;17359;9;104-Mayorista
104;Mayorista;1986267862-1;24;26373;18;104-Mayorista
104;Mayorista;1990665239-1;23;327671;14;104-Mayorista
104;Mayorista;1990673410-1;12;14756;2;104-Mayorista
104;Mayorista;2003865680-1;6;1745;1;104-Mayorista
104;Mayorista;2004069017-1;19;194;1;104-Mayorista
104;Mayorista;2004158248-1;22;15203;9;104-Mayorista
104;Mayorista;872137768-1;24;372677;17;104-Mayorista
104;Mayorista;872304744-1;24;296704;24;104-Mayorista
104;Mayorista;872979902-1;16;8627;3;104-Mayorista
104;Mayorista;874494164-1;14;55446;9;104-Mayorista
104;Mayorista;874502108-1;23;19137;9;104-Mayorista
104;Mayorista;874504505-1;23;306;1;104-Mayorista
104;Mayorista;874652616-1;24;679434;23;104-Mayorista
104;Mayorista;874866242-1;24;416735;24;104-Mayorista
104;Mayorista;874914460-1;23;22207;18;104-Mayorista
104;Mayorista;874920802-1;21;3901;6;104-Mayorista
104;Mayorista;876275927-1;24;96383;21;104-Mayorista
104;Mayorista;876369281-1;24;39004;23;104-Mayorista
104;Mayorista;876371310-1;3;1468;2;104-Mayorista
104;Mayorista;876376008-1;20;7647;8;104-Mayorista
104;Mayorista;876389534-1;24;7190;12;104-Mayorista
104;Mayorista;876393296-1;22;163597;14;104-Mayorista
104;Mayorista;876397060-1;24;261112;23;104-Mayorista
104;Mayorista;876501550-1;2;9686;1;104-Mayorista
104;Mayorista;876509941-1;24;8257;8;104-Mayorista
104;Mayorista;876510685-1;3;34154;3;104-Mayorista
104;Mayorista;876538728-1;23;124912;11;104-Mayorista
104;Mayorista;876580880-1;13;2799;1;104-Mayorista
104;Mayorista;876791890-1;14;6976;13;104-Mayorista
104;Mayorista;880644270-1;20;2496;6;104-Mayorista
104;Mayorista;880729570-1;24;16127;11;104-Mayorista
104;Mayorista;884932895-1;23;1106;2;104-Mayorista
104;Mayorista;885303458-1;23;1412;3;104-Mayorista
104;Mayorista;885319979-1;24;16518;17;104-Mayorista
104;Mayorista;885321464-1;24;381260;21;104-Mayorista
104;Mayorista;885507667-1;23;37334;8;104-Mayorista
104;Mayorista;885616693-1;23;6610;14;104-Mayorista
104;Mayorista;862736857-1;24;2443;3;104-Mayorista
104;Mayorista;889311681-1;23;7502;8;104-Mayorista
104;Mayorista;889571883-1;21;2156;6;104-Mayorista
104;Mayorista;889928049-1;15;13597;3;104-Mayorista
104;Mayorista;891221618-1;7;12743;7;104-Mayorista
104;Mayorista;891237427-1;22;114918;20;104-Mayorista
104;Mayorista;891331848-1;24;5880;13;104-Mayorista
104;Mayorista;891350289-1;5;2679;4;104-Mayorista
104;Mayorista;891399115-1;24;15493;21;104-Mayorista
104;Mayorista;891670987-1;23;322203;20;104-Mayorista
104;Mayorista;891916552-1;6;1087;2;104-Mayorista
104;Mayorista;891989386-1;23;32429;5;104-Mayorista
104;Mayorista;894352806-1;23;9414;12;104-Mayorista
104;Mayorista;894566199-1;24;18565;13;104-Mayorista
104;Mayorista;894567036-1;24;6116;16;104-Mayorista
104;Mayorista;894574719-1;23;86621;7;104-Mayorista
104;Mayorista;894581906-1;15;9932;8;104-Mayorista
104;Mayorista;894591152-1;23;1803;3;104-Mayorista
104;Mayorista;894593892-1;24;149302;17;104-Mayorista
104;Mayorista;894594660-1;23;47600;8;104-Mayorista
104;Mayorista;894597602-1;8;2036;7;104-Mayorista
104;Mayorista;894623483-1;23;12176;1;104-Mayorista
104;Mayorista;894625531-1;22;873;1;104-Mayorista
104;Mayorista;894632561-1;17;9695;4;104-Mayorista
104;Mayorista;894636470-1;21;1579;1;104-Mayorista
104;Mayorista;897286458-1;22;301;1;104-Mayorista
104;Mayorista;898500772-1;23;268814;23;104-Mayorista
104;Mayorista;898589825-1;14;22790;7;104-Mayorista
104;Mayorista;898699582-1;22;24310;10;104-Mayorista
104;Mayorista;898890814-1;24;6003;13;104-Mayorista
104;Mayorista;898891087-1;24;191968;23;104-Mayorista
104;Mayorista;903125524-1;21;9774;13;104-Mayorista
104;Mayorista;903672122-1;24;33754;14;104-Mayorista
104;Mayorista;903674403-1;24;116563;19;104-Mayorista
104;Mayorista;864674333-1;21;7100;1;104-Mayorista
104;Mayorista;911979339-1;23;45782;12;104-Mayorista
104;Mayorista;1460064884-1;24;9473;4;104-Mayorista
104;Mayorista;866083232-1;22;2673;5;104-Mayorista
104;Mayorista;866190752-1;5;288;1;104-Mayorista
104;Mayorista;866213102-1;9;240;1;104-Mayorista
104;Mayorista;866349144-1;20;2968;3;104-Mayorista
104;Mayorista;926737631-1;3;360;1;104-Mayorista
104;Mayorista;926742647-1;23;4441;11;104-Mayorista
104;Mayorista;926769486-1;7;252;1;104-Mayorista
104;Mayorista;926915586-1;16;1330;8;104-Mayorista
104;Mayorista;926928028-1;24;197795;24;104-Mayorista
104;Mayorista;926982110-1;15;41349;8;104-Mayorista
104;Mayorista;926987030-1;24;97271;22;104-Mayorista
104;Mayorista;929059572-1;6;390;1;104-Mayorista
104;Mayorista;1560154669-1;23;19113;7;104-Mayorista
104;Mayorista;930720085-1;24;13664;24;104-Mayorista
104;Mayorista;930855811-1;24;262420;24;104-Mayorista
104;Mayorista;930858401-1;23;115919;21;104-Mayorista
104;Mayorista;931440031-1;24;7698;9;104-Mayorista
104;Mayorista;932231121-1;24;716;2;104-Mayorista
104;Mayorista;936338209-1;23;10586;16;104-Mayorista
104;Mayorista;936338991-1;15;5104;4;104-Mayorista
104;Mayorista;936344785-1;24;4949;5;104-Mayorista
104;Mayorista;936346819-1;20;1519;2;104-Mayorista
104;Mayorista;936350020-1;23;26288;10;104-Mayorista
104;Mayorista;936350313-1;24;43993;20;104-Mayorista
104;Mayorista;936357124-1;24;201139;21;104-Mayorista
104;Mayorista;936361989-1;2;213;1;104-Mayorista
104;Mayorista;939078700-1;24;7753;15;104-Mayorista
104;Mayorista;939393195-1;24;112467;23;104-Mayorista
104;Mayorista;939596191-1;22;197587;14;104-Mayorista
104;Mayorista;1660062365-1;24;3817;9;104-Mayorista
104;Mayorista;1660074981-1;15;38200;2;104-Mayorista
104;Mayorista;1660106982-1;24;989942;24;104-Mayorista
104;Mayorista;1660107336-1;24;11328;24;104-Mayorista
104;Mayorista;1660128729-1;24;150088;24;104-Mayorista
104;Mayorista;1660143967-1;19;25648;4;104-Mayorista
104;Mayorista;1660153935-1;24;103749;11;104-Mayorista
104;Mayorista;1660165127-1;24;719756;24;104-Mayorista
104;Mayorista;1660193701-1;24;35500;24;104-Mayorista
104;Mayorista;1660209328-1;19;164625;18;104-Mayorista
104;Mayorista;1660210297-1;16;6394;2;104-Mayorista
104;Mayorista;1660213040-1;6;768;4;104-Mayorista
104;Mayorista;1660217953-1;23;70642;20;104-Mayorista
104;Mayorista;1660219276-1;24;74655;16;104-Mayorista
