iter	RMSE
293	7.460720127
294	7.44659466
295	7.433621154
296	7.424778571
297	7.412144623
298	7.402267454
299	7.394657354
300	7.385036536
301	7.377067787
302	7.369211727
303	7.357394952
304	7.34258918
305	7.331807842
306	7.315784077
307	7.304145006
308	7.280832163
309	7.269362426
310	7.260467778
311	7.251726523
312	7.246145947
313	7.237633096
314	7.22690921
315	7.211234226
316	7.200388434
317	7.189722757
318	7.166894232
319	7.13225458
320	7.124055952
321	7.113623628
322	7.103363761
323	7.064819996
324	7.05968485
325	7.049602884
326	7.04189903
327	7.0265455
328	7.011399375
329	7.006458901
330	6.968598378
331	6.961023353
332	6.946112502
333	6.911246162
334	6.896573284
335	6.88209959
336	6.846925354
337	6.83935317
338	6.803601211
339	6.768552569
340	6.754377651
341	6.740396526
342	6.706109915
343	6.692355352
344	6.678789257
345	6.645249898
346	6.631904264
347	6.618741912
348	6.585935266
349	6.581039485
350	6.568090893
351	6.560400269
352	6.53051767
353	6.51777094
354	6.486204355
355	6.469449642
356	6.438608918
357	6.426224692
358	6.418513649
359	6.388270511
360	6.37215723
361	6.360088258
362	6.343883303
363	6.314452226
364	6.300007107
365	6.292372327
366	6.263553696
367	6.249447747
368	6.221277002
369	6.206438475
370	6.194948313
371	6.169287727
372	6.155841716
373	6.130798004
374	6.123172619
375	6.10933846
376	6.084791721
377	6.071187462
378	6.057795286
379	6.033775147
380	6.010243501
381	5.997087917
382	5.984137667
383	5.961112402
384	5.948377744
385	5.935841875
386	5.913312777
387	5.900985777
388	5.878929846
389	5.86680832
390	5.845216304
391	5.833296912
392	5.812159719
393	5.80043917
394	5.788901882
395	5.777544888
396	5.75687813
397	5.742784149
398	5.728308409
399	5.711523923
400	5.691598234
401	5.681545146
402	5.667152088
403	5.653719903
404	5.639936525
405	5.626347508
406	5.612950031
407	5.598668206
408	5.585423935
409	5.575986182
410	5.563123178
411	5.553092148
412	5.541542659
413	5.528828265
414	5.517436947
415	5.502123548
416	5.490853705
417	5.479739588
418	5.468778908
419	5.457969412
420	5.4453725
421	5.434707949
422	5.42174874
423	5.411202855
424	5.400569138
425	5.387739262
426	5.377771645
427	5.36796619
428	5.358140308
429	5.345614473
430	5.325187146
431	5.31282736
432	5.303096653
433	5.293520524
434	5.284096216
435	5.274506772
436	5.254512727
437	5.24574762
438	5.233462137
439	5.224123017
440	5.214930788
441	5.205882861
442	5.193883611
443	5.1849519
444	5.172739713
445	5.163924924
446	5.155247759
447	5.146695507
448	5.134520378
449	5.125964892
450	5.10654136
451	5.094922667
452	5.086444414
453	5.075009329
454	5.063236357
455	5.054844603
456	5.046582545
457	5.034919726
458	5.029427561
459	5.017916115
460	5.012493448
461	5.003852883
462	4.985229888
463	4.977345292
464	4.965270766
465	4.959862944
466	4.954534802
467	4.937702171
468	4.926986054
469	4.921715043
470	4.909998872
471	4.902248454
472	4.897061662
473	4.886131413
474	4.874550911
475	4.869447636
476	4.858633639
477	4.847201902
478	4.842180504
479	4.834644737
480	4.829685499
481	4.81196844
482	4.800561491
483	4.795626289
484	4.790763364
485	4.779533375
486	4.774719128
487	4.758734861
488	4.753975478
489	4.742962029
490	4.738250262
491	4.722149727
492	4.717478966
493	4.712876756
494	4.708342063
495	4.697476434
496	4.692998254
497	4.68230708
498	4.671796999
499	4.66736479
500	4.657448308
501	4.647673571
502	4.643297597
503	4.632897869
504	4.62323454
505	4.618908472
506	4.609378296
507	4.599097805
508	4.589679966
509	4.585398547
510	4.576109773
511	4.565650146
512	4.561406856
513	4.551490592
514	4.541475405
515	4.532331635
516	4.528131773
517	4.519112761
518	4.514969228
519	4.505060915
520	4.48793474
521	4.477591537
522	4.470844668
523	4.461031388
524	4.451313126
525	4.434764833
526	4.430603167
527	4.4143541
528	4.404542536
529	4.397931062
530	4.39137806
531	4.384849635
532	4.375235618
533	4.371169135
534	4.361929181
535	4.355539103
536	4.345710439
537	4.331430946
538	4.327378682
539	4.323385555
540	4.320459059
541	4.304856206
542	4.297452659
543	4.288202052
544	4.281818841
545	4.275525945
546	4.266326164
547	4.260109499
548	4.253911109
549	4.244868482
550	4.241026474
551	4.232257705
552	4.228467891
553	4.214623763
554	4.210866288
555	4.20481822
556	4.202097517
557	4.186912103
558	4.179820428
559	4.171042986
560	4.165058379
561	4.157776927
562	4.155140502
563	4.146442594
564	4.140613564
565	4.134370838
566	4.119469341
567	4.110923371
568	4.103686986
569	4.096515679
570	4.089372685
571	4.080990503
572	4.073885527
573	4.066839887
574	4.052334159
575	4.049786817
576	4.040646355
577	4.027277308
578	4.019268226
579	4.011414587
580	4.005657428
581	4.003143369
582	4.00066015
583	3.998207404
584	3.987224432
585	3.979535169
586	3.972522312
587	3.965605617
588	3.953521157
589	3.945693945
590	3.940140207
591	3.933542229
592	3.926739159
593	3.914101541
594	3.904067085
595	3.894244806
596	3.885059009
597	3.879580518
598	3.870523637
599	3.866786756
600	3.863115767
601	3.853435172
602	3.846755572
603	3.837820773
604	3.826357104
605	3.816847602
606	3.809118118
607	3.800359269
608	3.792722168
609	3.784080932
610	3.776534818
611	3.768008856
612	3.760552377
613	3.75213944
614	3.744771288
615	3.736469211
616	3.729188117
617	3.720994816
618	3.713799547
619	3.705713013
620	3.698602373
621	3.690620669
622	3.68275197
623	3.675714732
624	3.667947091
625	3.660992254
626	3.653323926
627	3.646450398
628	3.638879697
629	3.632086414
630	3.62461171
631	3.617897632
632	3.610517345
633	3.603881457
634	3.596594058
635	3.590035368
636	3.582839374
637	3.576356909
638	3.569250882
639	3.562374199
640	3.555345857
641	3.548919381
642	3.541978254
643	3.53562615
644	3.528770923
645	3.522492288
646	3.515721679
647	3.508885789
648	3.502670904
649	3.495962736
650	3.488954892
651	3.482337481
652	3.476579228
653	3.469671422
654	3.462991904
655	3.456183645
656	3.449601964
657	3.444065753
658	3.437357667
659	3.431897134
660	3.425296904
661	3.418681658
662	3.413345978
663	3.406824431
664	3.401561112
665	3.391775625
666	3.38534227
667	3.380201502
668	3.370602131
669	3.364254848
670	3.354787831
671	3.346113055
672	3.339888137
673	3.3337482
674	3.327906315
675	3.323608346
676	3.315599993
677	3.309520329
678	3.305250254
679	3.298605724
680	3.294374123
681	3.288348153
682	3.28415852
683	3.276301415
684	3.269818035
685	3.263840785
686	3.259665228
687	3.253291629
688	3.249153879
689	3.243229379
690	3.239132695
691	3.23251268
692	3.228452022
693	3.222582949
694	3.218562652
695	3.212764082
696	3.208783793
697	3.202548664
698	3.198604642
699	3.192857298
700	3.18895256
701	3.181065021
702	3.174966503
703	3.16926435
704	3.165378453
705	3.160977456
706	3.155344093
707	3.151539787
708	3.145156083
709	3.140839863
710	3.13526873
711	3.131520651
712	3.126463573
713	3.122755081
714	3.116766475
715	3.111307252
716	3.107624721
717	3.100096868
718	3.094238344
719	3.090036476
720	3.084621087
721	3.080987775
722	3.075636985
723	3.070494242
724	3.066922524
725	3.062048995
726	3.056238541
727	3.052693818
728	3.047451034
729	3.043942343
730	3.036490801
731	3.031976431
732	3.026774248
733	3.021733724
734	3.016756642
735	3.011624321
736	3.003074787
737	2.998146573
738	2.993280269
739	2.984843933
740	2.979751853
741	2.974932796
742	2.966607359
743	2.961835147
744	2.953632519
745	2.949270412
746	2.944537541
747	2.936442013
748	2.931782713
749	2.92744615
750	2.919455561
751	2.914796953
752	2.910492703
753	2.901390739
754	2.896455949
755	2.891911638
756	2.88435777
757	2.879871754
758	2.872427263
759	2.867998382
760	2.862516116
761	2.857613218
762	2.853248211
763	2.845919201
764	2.841609303
765	2.835286521
766	2.828096619
767	2.823842472
768	2.818965712
769	2.811002581
770	2.804532063
771	2.798167258
772	2.792976927
773	2.788113761
774	2.783755392
775	2.778953834
776	2.774761869
777	2.767807955
778	2.762698179
779	2.758559926
780	2.753797724
781	2.749569447
782	2.742727864
783	2.73556406
784	2.730552415
785	2.725826105
786	2.720358891
787	2.714489357
788	2.709809122
789	2.703118602
790	2.697728141
791	2.692840779
792	2.688199491
793	2.682880136
794	2.67829521
795	2.673046579
796	2.666435806
797	2.66162729
798	2.656442126
799	2.651891804
800	2.647600962
801	2.641972823
802	2.63947292
803	2.632984572
804	2.627921193
805	2.623423582
806	2.616001558
807	2.610988403
808	2.605669379
809	2.603206756
810	2.600783422
811	2.595814556
812	2.589472418
813	2.584564362
814	2.58216101
815	2.577475838
816	2.573058617
817	2.570697912
818	2.564427213
819	2.559779903
820	2.55542672
821	2.548202851
822	2.54363209
823	2.538273438
824	2.535971023
825	2.529826099
826	2.524786148
827	2.52054458
828	2.515726801
829	2.513475199
830	2.509149461
831	2.503064693
832	2.498614955
833	2.494723984
834	2.490268936
835	2.48807156
836	2.483720392
837	2.479487321
838	2.475643547
839	2.471490373
840	2.465480388
841	2.461155329
842	2.457336183
843	2.455195432
844	2.450910983
845	2.444964603
846	2.440722127
847	2.436946382
848	2.432748211
849	2.428657
850	2.426550878
851	2.420674002
852	2.416506587
853	2.412767599
854	2.408643719
855	2.402620008
856	2.398912724
857	2.394895758
858	2.392840588
859	2.388739402
860	2.382794413
861	2.378860781
862	2.375189349
863	2.3715626
864	2.365698906
865	2.361840697
866	2.358243064
867	2.352490117
868	2.348671066
869	2.342998239
870	2.339231326
871	2.333265507
872	2.328829654
873	2.324971862
874	2.319077798
875	2.314686101
876	2.311111347
877	2.305591366
878	2.301248766
879	2.29770227
880	2.292052203
881	2.288280366
882	2.284762347
883	2.279031559
884	2.275398186
885	2.270013786
886	2.264570011
887	2.259216394
888	2.255934099
889	2.252412647
890	2.246886907
891	2.241653544
892	2.238443435
893	2.234941932
894	2.231045024
895	2.227392585
896	2.223922781
897	2.218539099
898	2.213437155
899	2.208419664
900	2.205276601
901	2.201819198
902	2.198724145
903	2.194952089
904	2.191526495
905	2.187869189
906	2.184128716
907	2.177892033
908	2.174276541
909	2.170866598
910	2.16749783
911	2.162533301
912	2.159509374
913	2.155924983
914	2.153976693
915	2.147901683
916	2.144359182
917	2.141014826
918	2.136222392
919	2.132722931
920	2.127682191
921	2.124355669
922	2.119556634
923	2.114887743
924	2.111411261
925	2.106704802
926	2.102574198
927	2.099255545
928	2.094675856
929	2.092762623
930	2.087285391
931	2.083825775
932	2.0790375
933	2.07451644
934	2.070543653
935	2.067235956
936	2.062799663
937	2.058404836
938	2.054534438
939	2.051247119
940	2.046044101
941	2.042786695
942	2.039320298
943	2.034178592
944	2.030419295
945	2.026115008
946	2.022870162
947	2.019435411
948	2.013783892
949	2.01010199
950	2.008225379
951	2.002683617
952	1.999280285
953	1.995675867
954	1.991526698
955	1.988287915
956	1.984925102
957	1.979591253
958	1.97662555
959	1.974768817
960	1.971446445
961	1.96620149
962	1.962715717
963	1.960876736
964	1.956914587
965	1.953624012
966	1.950285032
967	1.948467543
968	1.945216865
969	1.94013528
970	1.936853108
971	1.93363846
972	1.930403726
973	1.925414574
974	1.922183206
975	1.918999535
976	1.917200553
977	1.912305508
978	1.909128712
979	1.905975865
980	1.902756347
981	1.899614675
982	1.896499343
983	1.891699211
984	1.889922931
985	1.886842526
986	1.883748733
987	1.880553323
988	1.876508225
989	1.873458198
990	1.868796271
991	1.865766958
992	1.864013846
993	1.860992897
994	1.857084169
995	1.853308103
996	1.850121854
997	1.848395509
998	1.845444025
999	1.840904855
